"datetime","Total_Particle_concentration","X0.103730_um","X0.111469_um","X0.119786_um","X0.128723_um","X0.138327_um","X0.148647_um","X0.159737_um","X0.171655_um","X0.184462_um","X0.198224_um","X0.213013_um","X0.228905_um","X0.245984_um","X0.264336_um","X0.284057_um","X0.305250_um","X0.328024_um","X0.352497_um","X0.378797_um","X0.407058_um","X0.437427_um","X0.470063_um","X0.505133_um","X0.542820_um","X0.583319_um","X0.626839_um","X0.673606_um","X0.723862_um","X0.777868_um","X0.835903_um","X0.898268_um","X0.965286_um","X1.037304_um","X1.114695_um","X1.197860_um","X1.287230_um","X1.383267_um","X1.486470_um","X1.597372_um","X1.716548_um","X1.844616_um","X1.982239_um","X2.130130_um","X2.289054_um","X2.459835_um","X2.643358_um","X2.840573_um","X3.052502_um","X3.280243_um","X3.524975_um","X3.787966_um","X4.070578_um","X4.374274_um","X4.700629_um","X5.051333_um","X5.428202_um","X5.833189_um","X6.268390_um","X6.736061_um","X7.238624_um","X7.778682_um","X8.359033_um","X8.982682_um","X9.652861_um","X10.373039_um","X11.146949_um","X11.978599_um","X12.872296_um","X13.832670_um","X14.864696_um","X15.973718_um","X17.165483_um","X18.446161_um","X19.822390_um","X21.301296_um","X22.890539_um","X24.598352_um","X26.433582_um","X0.000000_um","qc_flag_Total_Particle_concentration","qc_flag_0.103730_um","qc_flag_0.111469_um","qc_flag_0.119786_um","qc_flag_0.128723_um","qc_flag_0.138327_um","qc_flag_0.148647_um","qc_flag_0.159737_um","qc_flag_0.171655_um","qc_flag_0.184462_um","qc_flag_0.198224_um","qc_flag_0.213013_um","qc_flag_0.228905_um","qc_flag_0.245984_um","qc_flag_0.264336_um","qc_flag_0.284057_um","qc_flag_0.305250_um","qc_flag_0.328024_um","qc_flag_0.352497_um","qc_flag_0.378797_um","qc_flag_0.407058_um","qc_flag_0.437427_um","qc_flag_0.470063_um","qc_flag_0.505133_um","qc_flag_0.542820_um","qc_flag_0.583319_um","qc_flag_0.626839_um","qc_flag_0.673606_um","qc_flag_0.723862_um","qc_flag_0.777868_um","qc_flag_0.835903_um","qc_flag_0.898268_um","qc_flag_0.965286_um","qc_flag_1.037304_um","qc_flag_1.114695_um","qc_flag_1.197860_um","qc_flag_1.287230_um","qc_flag_1.383267_um","qc_flag_1.486470_um","qc_flag_1.597372_um","qc_flag_1.716548_um","qc_flag_1.844616_um","qc_flag_1.982239_um","qc_flag_2.130130_um","qc_flag_2.289054_um","qc_flag_2.459835_um","qc_flag_2.643358_um","qc_flag_2.840573_um","qc_flag_3.052502_um","qc_flag_3.280243_um","qc_flag_3.524975_um","qc_flag_3.787966_um","qc_flag_4.070578_um","qc_flag_4.374274_um","qc_flag_4.700629_um","qc_flag_5.051333_um","qc_flag_5.428202_um","qc_flag_5.833189_um","qc_flag_6.268390_um","qc_flag_6.736061_um","qc_flag_7.238624_um","qc_flag_7.778682_um","qc_flag_8.359033_um","qc_flag_8.982682_um","qc_flag_9.652861_um","qc_flag_10.373039_um","qc_flag_11.146949_um","qc_flag_11.978599_um","qc_flag_12.872296_um","qc_flag_13.832670_um","qc_flag_14.864696_um","qc_flag_15.973718_um","qc_flag_17.165483_um","qc_flag_18.446161_um","qc_flag_19.822390_um","qc_flag_21.301296_um","qc_flag_22.890539_um","qc_flag_24.598352_um","qc_flag_26.433582_um","qc_flag_0.000000_um"
"2025-07-01 00:00:00",186.1071478,NA,NA,NA,NA,NA,NA,0.108406666666667,7.116695,28.2856133333333,34.2607116666667,25.702395,20.339455,18.39163,17.604745,18.4510966666667,8.70386333333333,3.32590666666667,1.58236833333333,0.844838333333333,0.58981,0.50347,0.453843333333333,0.441743333333333,0.30225,0.186131666666667,0.13894,0.124723333333333,0.0972633333333333,0.0869316666666667,0.0846616666666667,0.0769366666666667,0.0426416666666667,0.0453183333333333,0.0362933333333333,0.0301866666666667,0.0371916666666667,0.02477,0.022895,0.0204283333333333,0.0141566666666667,0.0152016666666667,0.00822,0.0113666666666667,0.01223,0.00843333333333333,0.00840666666666667,0.00976833333333333,0.006165,0.00476,0.00631333333333333,0.003885,0.00494333333333333,0.00773666666666667,0.00263,0.00262333333333333,0.00441166666666667,0.00174833333333333,0.00269666666666667,0.00160166666666667,0.00374333333333333,0.00038,0.00164666666666667,0.00180166666666667,0,0,0.000283333333333333,0.000558333333333333,0.000816666666666667,0.001075,0.000193333333333333,0,0.0000866666666666667,0.000253333333333333,0.000273333333333333,0.000293333333333333,0.000313333333333333,0.000333333333333333,0.0001,NA,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2025-07-01 01:00:00",172.262469983333,NA,NA,NA,NA,NA,NA,0.0610916666666667,4.73506666666667,20.2288683333333,27.1750416666667,22.6185983333333,19.5682783333333,19.0673116666667,19.15077,20.885695,8.359465,3.290965,1.72286666666667,0.960953333333333,0.65886,0.576431666666667,0.526486666666667,0.517701666666667,0.30805,0.202595,0.136663333333333,0.128591666666667,0.122858333333333,0.124978333333333,0.105185,0.096655,0.0792783333333333,0.08179,0.068735,0.0682583333333333,0.0564116666666667,0.0522966666666667,0.0460966666666667,0.0397416666666667,0.0243666666666667,0.015,0.0148283333333333,0.0168616666666667,0.013475,0.0127716666666667,0.00885666666666667,0.0104166666666667,0.00848,0.00598,0.00821,0.00508,0.005785,0.00316166666666667,0.00250166666666667,0.002625,0.00220166666666667,0.00129,0.00123166666666667,0.00143666666666667,0.00161,0.000853333333333333,0.00107166666666667,0.001015,0.000846666666666667,0.000385,0.000075,0,0.001255,0.000416666666666667,0.000415,0,0.0000216666666666667,0.0000633333333333333,0.0000683333333333333,0.0000733333333333333,0.0000783333333333333,0.0000833333333333333,0.000025,NA,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2025-07-01 02:00:00",206.709517716667,NA,NA,NA,NA,NA,NA,0.05668,4.79174666666667,21.6579216666667,29.6412483333333,25.9199616666667,22.6403066666667,22.8360433333333,23.5798466666667,27.5117683333333,12.3126,5.066165,2.69725166666667,1.52794666666667,1.09816666666667,0.946751666666667,0.858763333333333,0.893386666666667,0.493595,0.329281666666667,0.226546666666667,0.179158333333333,0.174421666666667,0.141801666666667,0.143855,0.136546666666667,0.112591666666667,0.114721666666667,0.099935,0.0818466666666667,0.0814783333333333,0.0709666666666667,0.0527716666666667,0.05058,0.0332766666666667,0.0303083333333333,0.026585,0.02057,0.015315,0.0159183333333333,0.0113966666666667,0.0086,0.0102933333333333,0.0133216666666667,0.00658333333333333,0.005905,0.00638333333333333,0.00347666666666667,0.00198166666666667,0.00487,0.00220166666666667,0.00318166666666667,0.00143333333333333,0.00242666666666667,0.00196166666666667,0.00251333333333333,0.000898333333333333,0,0.000423333333333333,0,0.000421666666666667,0.00042,0,0.000833333333333333,0,0.000413333333333333,0.00091,0.000253333333333333,0.000273333333333333,0.000293333333333333,0.000313333333333333,0.000333333333333333,0.0001,NA,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2025-07-01 03:00:00",190.730198683333,NA,NA,NA,NA,NA,NA,0.0597033333333333,4.32872833333333,19.2956416666667,26.70936,22.9792566666667,20.3411016666667,20.8278666666667,21.6448083333333,26.14322,11.7636666666667,5.01079666666667,2.77516,1.59684833333333,1.19088333333333,1.02753833333333,0.972876666666667,1.02414166666667,0.537315,0.373381666666667,0.234361666666667,0.197105,0.186256666666667,0.163108333333333,0.163311666666667,0.159478333333333,0.131738333333333,0.137486666666667,0.116803333333333,0.110743333333333,0.100868333333333,0.0893316666666667,0.0739466666666667,0.0571716666666667,0.0353266666666667,0.0270433333333333,0.0245883333333333,0.0223933333333333,0.017405,0.0121183333333333,0.0149066666666667,0.01287,0.00881,0.00590666666666667,0.00672,0.00551,0.00291666666666667,0.00252,0.00221,0.00127666666666667,0.00142166666666667,0.00143333333333333,0.000631666666666667,0.000055,0.00128,0.00038,0.000898333333333333,0,0,0.000421666666666667,0,0.00141666666666667,0.000263333333333333,0.000416666666666667,0,0.000413333333333333,0.000433333333333333,0.0000633333333333333,0.0000683333333333333,0.0000733333333333333,0.0000783333333333333,0.0000833333333333333,0.000025,NA,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2025-07-01 04:00:00",162.281070183333,NA,NA,NA,NA,NA,NA,0.0566633333333333,3.78792166666667,17.0525233333333,23.3097716666667,19.7159466666667,17.4274433333333,17.4653566666667,18.0893333333333,21.3856266666667,10.3492033333333,4.08317166666667,2.17306,1.23428666666667,0.90449,0.762963333333333,0.73477,0.741896666666667,0.417096666666667,0.267011666666667,0.205418333333333,0.16659,0.168741666666667,0.154845,0.125538333333333,0.133283333333333,0.11707,0.107411666666667,0.0993166666666667,0.087375,0.0775316666666667,0.066745,0.048385,0.03869,0.0280616666666667,0.0277816666666667,0.0164433333333333,0.0143533333333333,0.0103366666666667,0.0140116666666667,0.00888,0.00939166666666667,0.00864666666666667,0.00832666666666667,0.00629833333333333,0.00516166666666667,0.005445,0.005355,0.00198833333333333,0.00138333333333333,0.00134666666666667,0.00269666666666667,0.00137833333333333,0.000165,0.00213833333333333,0.000616666666666667,0.000985,0.000101666666666667,0.000846666666666667,0,0.000843333333333333,0.00084,0,0,0,0,0.0000433333333333333,0.000126666666666667,0.000136666666666667,0.000146666666666667,0.000156666666666667,0.000166666666666667,0.00005,NA,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2025-07-01 05:00:00",172.180016283333,NA,NA,NA,NA,NA,NA,0.0429366666666667,3.65835666666667,16.5724566666667,23.2595583333333,20.04769,18.120785,18.527515,19.3760166666667,22.78442,13.0832733333333,4.94598833333333,2.65597,1.47335166666667,0.996916666666667,0.872483333333333,0.838925,0.833725,0.473886666666667,0.299845,0.197946666666667,0.151186666666667,0.16419,0.13099,0.126298333333333,0.12064,0.0918083333333333,0.0991033333333333,0.0816066666666667,0.0836483333333333,0.07038,0.06468,0.0414816666666667,0.0355283333333333,0.03227,0.0184116666666667,0.0176333333333333,0.0211016666666667,0.0119883333333333,0.0112933333333333,0.00985666666666667,0.00635666666666667,0.00746333333333333,0.00687666666666667,0.00715,0.00479166666666667,0.00542333333333333,0.00211166666666667,0.00177833333333333,0.00457,0.00286666666666667,0.00143333333333333,0.001435,0.00011,0.000426666666666667,0.000853333333333333,0,0.00085,0.000385,0.00046,0.000843333333333333,0,0,0,0,0,0.0000433333333333333,0.000126666666666667,0.000136666666666667,0.000146666666666667,0.000156666666666667,0.000166666666666667,0.00005,NA,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2025-07-01 06:00:00",153.2072252,NA,NA,NA,NA,NA,NA,0.0392666666666667,3.38847333333333,15.5120133333333,21.5055966666667,18.3442333333333,16.62778,16.949515,17.8404033333333,20.3891933333333,10.48771,4.15319333333333,2.16876333333333,1.28727666666667,0.896981666666667,0.744341666666667,0.685133333333333,0.660308333333333,0.405865,0.243968333333333,0.162685,0.142793333333333,0.128876666666667,0.11058,0.10645,0.0954883333333333,0.0732333333333333,0.082155,0.0701916666666667,0.0536066666666667,0.0556733333333333,0.0484533333333333,0.0346216666666667,0.0265866666666667,0.0245316666666667,0.01894,0.0159666666666667,0.0119066666666667,0.008405,0.00895833333333333,0.0106566666666667,0.00701,0.007505,0.00585666666666667,0.00382333333333333,0.00458166666666667,0.00421666666666667,0.00415333333333333,0.00184833333333333,0.00176166666666667,0.00349333333333333,0.00215,0.00198,0.000593333333333333,0,0.000426666666666667,0,0.00119833333333333,0.0000766666666666667,0,0,0,0.000418333333333333,0.000416666666666667,0,0.00016,0.000253333333333333,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2025-07-01 07:00:00",99.6897356333333,NA,NA,NA,NA,NA,NA,0.034685,2.51157166666667,11.4790283333333,15.483,12.9256866666667,11.146965,11.0857416666667,11.543495,11.9888066666667,4.85259833333333,2.05603166666667,1.09258166666667,0.604631666666667,0.435995,0.38014,0.359436666666667,0.354375,0.198191666666667,0.143185,0.09237,0.0838,0.0868166666666667,0.075245,0.0669816666666667,0.0679683333333333,0.0626966666666667,0.059635,0.0408333333333333,0.0371933333333333,0.038455,0.0399616666666667,0.0316316666666667,0.024295,0.0240966666666667,0.0175083333333333,0.0156283333333333,0.01207,0.0143116666666667,0.0121083333333333,0.00716,0.00866833333333333,0.00746333333333333,0.007255,0.004995,0.00437833333333333,0.00505833333333333,0.004305,0.00256,0.002625,0.00231666666666667,0.00349833333333333,0.00309666666666667,0.00361,0.00296666666666667,0.00298666666666667,0.001275,0.000811666666666667,0.000846666666666667,0.002,0.00254833333333333,0.00210166666666667,0.000131666666666667,0,0.001245,0,0.000195,0.00057,0.000615,0.00066,0.000705,0.00075,0.000225,NA,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2025-07-01 08:00:00",126.083599916667,NA,NA,NA,NA,NA,NA,0.0331216666666667,2.87683666666667,13.8814766666667,19.2954333333333,16.2644883333333,14.3614233333333,14.1875333333333,15.00292,15.4819283333333,5.50233666666667,2.61989166666667,1.31184166666667,0.807041666666667,0.601198333333333,0.52009,0.510125,0.448485,0.287391666666667,0.175385,0.123078333333333,0.112668333333333,0.102188333333333,0.0840383333333333,0.0998233333333333,0.0873633333333333,0.080885,0.0810066666666667,0.0602283333333333,0.0616933333333333,0.06163,0.0481966666666667,0.03947,0.0324033333333333,0.0269233333333333,0.01893,0.0174933333333333,0.0120816666666667,0.0116066666666667,0.0164833333333333,0.012625,0.0138716666666667,0.0133766666666667,0.0114333333333333,0.0117983333333333,0.00711833333333333,0.00676333333333333,0.00760666666666667,0.00821666666666667,0.00647,0.00335333333333333,0.00369833333333333,0.00426666666666667,0.00414,0.00409333333333333,0.004835,0.00273333333333333,0.00218833333333333,0.00254166666666667,0.00215,0.000566666666666667,0.000696666666666667,0.001215,0.0000366666666666667,0.00083,0.000986666666666667,0.000903333333333333,0.000696666666666667,0.000748333333333333,0.000803333333333333,0.000861666666666667,0.00092,0.000271666666666667,NA,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2025-07-01 09:00:00",218.98882365,NA,NA,NA,NA,NA,NA,0.0632,5.538505,25.096445,34.4957583333333,29.013535,25.2979916666667,24.3946166666667,24.4545966666667,23.607485,9.741145,5.21608333333333,3.07506,1.91504166666667,1.32704666666667,1.02160833333333,0.864446666666667,0.683998333333333,0.402083333333333,0.266101666666667,0.175361666666667,0.155496666666667,0.143641666666667,0.122941666666667,0.111473333333333,0.10292,0.09985,0.0829166666666667,0.0665183333333333,0.065295,0.0687116666666667,0.054995,0.056705,0.033255,0.0268933333333333,0.0285633333333333,0.0224483333333333,0.0227783333333333,0.01516,0.0164766666666667,0.0143716666666667,0.0120066666666667,0.0114333333333333,0.014745,0.00906166666666667,0.0118466666666667,0.00973,0.00626666666666667,0.012075,0.00985666666666667,0.010105,0.00588166666666667,0.00292333333333333,0.005665,0.00417833333333333,0.00568833333333333,0.00263166666666667,0.00433833333333333,0.00261666666666667,0.00241833333333333,0.00156666666666667,0.00182,0.000968333333333333,0.00125,0.000935,0.00228,0.00152333333333333,0.000568333333333333,0.000611666666666667,0.000656666666666667,0.000705,0.000753333333333333,0.000221666666666667,NA,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
