"datetime","BC_370_nm","BC_470_nm","BC_520_nm","BC_590_nm","BC_660_nm","BC_880_nm","BC_950_nm","qc_flag_BC_370_nm","qc_flag_BC_470_nm","qc_flag_BC_520_nm","qc_flag_BC_590_nm","qc_flag_BC_660_nm","qc_flag_BC_880_nm","qc_flag_BC_950_nm"
2023-10-01,0.361060606060606,0.193151515151515,0.180030303030303,0.186515151515151,0.181060606060606,0.164272727272727,0.181363636363636,"1b","1b","1b","1b","1b","1b","1b"
2023-10-01 01:00:00,0.17995,0.146033333333333,0.135016666666667,0.134116666666667,0.128083333333333,0.130516666666667,0.130433333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-10-01 02:00:00,0.119066666666667,0.1042,0.0970666666666667,0.0958666666666667,0.0923166666666667,0.093,0.09315,"1b","1b","1b","1b","1b","1b","1b"
2023-10-01 03:00:00,0.0774,0.0725833333333333,0.0675,0.0665166666666667,0.0641666666666667,0.0625833333333333,0.0642203389830509,"1b","1b","1b","1b","1b","1b","1b"
2023-10-01 04:00:00,0.0660333333333333,0.0616,0.05845,0.0575333333333333,0.0552333333333333,0.0584406779661017,0.0580169491525424,"1b","1b","1b","1b","1b","1b","1b"
2023-10-01 05:00:00,0.0726,0.0692333333333333,0.0656833333333333,0.0657333333333333,0.0626,0.0620166666666667,0.0621833333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-10-01 06:00:00,0.0803666666666667,0.0799333333333333,0.0754,0.0736,0.0711333333333333,0.06925,0.0699666666666667,"1b","1b","1b","1b","1b","1b","1b"
2023-10-01 07:00:00,0.111916666666667,0.113133333333333,0.10695,0.1065,0.103566666666667,0.0986833333333333,0.101683333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-10-01 08:00:00,0.1397,0.142816666666667,0.134433333333333,0.132516666666667,0.12895,0.1236,0.125766666666667,"1b","1b","1b","1b","1b","1b","1b"
2023-10-01 09:00:00,0.20045,0.2034,0.190683333333333,0.187483333333333,0.180716666666667,0.17215,0.175166666666667,"1b","1b","1b","1b","1b","1b","1b"
2023-10-01 10:00:00,0.226516666666667,0.23095,0.21785,0.21485,0.20775,0.200566666666667,0.202816666666667,"1b","1b","1b","1b","1b","1b","1b"
2023-10-01 11:00:00,0.248283333333333,0.253566666666667,0.239133333333333,0.23485,0.22655,0.2194,0.222133333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-10-01 12:00:00,0.3098,0.309183333333333,0.288316666666667,0.282633333333333,0.269616666666667,0.262933333333333,0.263516666666667,"1b","1b","1b","1b","1b","1b","1b"
2023-10-01 13:00:00,0.250483333333333,0.252683333333333,0.237066666666667,0.23185,0.223383333333333,0.213183333333333,0.215716666666667,"1b","1b","1b","1b","1b","1b","1b"
2023-10-01 14:00:00,0.439916666666667,0.4344,0.4039,0.394566666666667,0.3774,0.364733333333333,0.367166666666667,"1b","1b","1b","1b","1b","1b","1b"
2023-10-01 15:00:00,0.412233333333333,0.404733333333333,0.375616666666667,0.3663,0.3498,0.335283333333333,0.337483333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-10-01 16:00:00,0.45875,0.443033333333333,0.410116666666667,0.399566666666667,0.382383333333333,0.368816666666667,0.371433333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-10-01 17:00:00,0.490416666666667,0.466716666666667,0.4319,0.419833333333333,0.399416666666667,0.380966666666667,0.3844,"1b","1b","1b","1b","1b","1b","1b"
2023-10-01 18:00:00,0.5423,0.53425,0.497183333333333,0.48525,0.465016666666667,0.451933333333333,0.454866666666667,"1b","1b","1b","1b","1b","1b","1b"
2023-10-01 19:00:00,0.6786,0.648016666666667,0.598983333333333,0.58165,0.55405,0.53475,0.538883333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-10-01 20:00:00,0.630666666666667,0.584116666666667,0.5365,0.519433333333333,0.491716666666667,0.472483333333333,0.47485,"1b","1b","1b","1b","1b","1b","1b"
2023-10-01 21:00:00,0.411766666666667,0.417066666666667,0.39205,0.385583333333333,0.3716,0.363933333333333,0.367433333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-10-01 22:00:00,0.23615,0.23485,0.221066666666667,0.216933333333333,0.206733333333333,0.2028,0.204466666666667,"1b","1b","1b","1b","1b","1b","1b"
2023-10-01 23:00:00,0.245516666666667,0.24585,0.23135,0.2279,0.218183333333333,0.214166666666667,0.21495,"1b","1b","1b","1b","1b","1b","1b"
2023-10-02,0.303166666666667,0.30365,0.287233333333333,0.280933333333333,0.2696,0.267766666666667,0.268066666666667,"1b","1b","1b","1b","1b","1b","1b"
2023-10-02 01:00:00,0.30245,0.297,0.27935,0.275916666666667,0.26195,0.259183333333333,0.258983333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-10-02 02:00:00,0.33055,0.322216666666667,0.3048,0.2988,0.28375,0.280933333333333,0.2802,"1b","1b","1b","1b","1b","1b","1b"
2023-10-02 03:00:00,0.286116666666667,0.2782,0.2646,0.262766666666667,0.249833333333333,0.251533333333333,0.249633333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-10-02 04:00:00,0.3354,0.3259,0.310716666666667,0.308516666666667,0.292766666666667,0.299116666666667,0.29655,"1b","1b","1b","1b","1b","1b","1b"
2023-10-02 05:00:00,0.398,0.394216666666667,0.377316666666667,0.374516666666667,0.35735,0.365933333333333,0.364783333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-10-02 06:00:00,0.72085,0.72525,0.694283333333333,0.689633333333333,0.660383333333333,0.679766666666667,0.684116666666667,"1b","1b","1b","1b","1b","1b","1b"
2023-10-02 07:00:00,1.25225,1.27023333333333,1.21543333333333,1.20516666666667,1.15546666666667,1.1806,1.19323333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-10-02 08:00:00,1.4864,1.52328333333333,1.463,1.45101666666667,1.39448333333333,1.42863333333333,1.44683333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-10-02 09:00:00,0.824733333333333,0.8254,0.785716666666667,0.7759,0.74365,0.749583333333333,0.760166666666667,"1b","1b","1b","1b","1b","1b","1b"
2023-10-02 10:00:00,0.699566666666667,0.700216666666667,0.668616666666667,0.65965,0.630883333333333,0.63305,0.64315,"1b","1b","1b","1b","1b","1b","1b"
2023-10-02 11:00:00,0.7104,0.706016666666667,0.674066666666667,0.664266666666667,0.639466666666667,0.640333333333333,0.653383333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-10-02 12:00:00,0.991283333333333,0.9888,0.94935,0.940733333333333,0.9053,0.906366666666667,0.923566666666667,"1b","1b","1b","1b","1b","1b","1b"
2023-10-02 13:00:00,0.99595,0.959633333333333,0.9135,0.8978,0.86145,0.85275,0.8675,"1b","1b","1b","1b","1b","1b","1b"
2023-10-02 14:00:00,1.11943333333333,1.1058,1.0558,1.03993333333333,1.0003,1.00168333333333,1.02081666666667,"1b","1b","1b","1b","1b","1b","1b"
2023-10-02 15:00:00,1.17378333333333,1.16241666666667,1.10691666666667,1.08658333333333,1.04386666666667,1.04748333333333,1.06805,"1b","1b","1b","1b","1b","1b","1b"
2023-10-02 16:00:00,1.03741666666667,1.00715,0.954333333333333,0.934733333333333,0.895316666666667,0.89645,0.911566666666667,"1b","1b","1b","1b","1b","1b","1b"
2023-10-02 17:00:00,1.04232142857143,0.915875,0.851714285714286,0.834178571428571,0.79725,0.780892857142857,0.792678571428571,"1b","1b","1b","1b","1b","1b","1b"
2023-10-02 18:00:00,1.22003333333333,1.19698333333333,1.11293333333333,1.08998333333333,1.04548333333333,1.0323,1.03661666666667,"1b","1b","1b","1b","1b","1b","1b"
2023-10-02 19:00:00,1.00481666666667,0.9626,0.887716666666667,0.86435,0.82355,0.805433333333333,0.80705,"1b","1b","1b","1b","1b","1b","1b"
2023-10-02 20:00:00,0.5629,0.494633333333333,0.445866666666667,0.4266,0.400116666666667,0.389883333333333,0.3881,"1b","1b","1b","1b","1b","1b","1b"
2023-10-02 21:00:00,0.318366666666667,0.313033333333333,0.29075,0.28405,0.26905,0.2687,0.266116666666667,"1b","1b","1b","1b","1b","1b","1b"
2023-10-02 22:00:00,0.303416666666667,0.306416666666667,0.288316666666667,0.282416666666667,0.2702,0.2695,0.2694,"1b","1b","1b","1b","1b","1b","1b"
2023-10-02 23:00:00,0.320016666666667,0.318816666666667,0.298883333333333,0.2927,0.27895,0.273466666666667,0.272916666666667,"1b","1b","1b","1b","1b","1b","1b"
2023-10-03,0.328766666666667,0.333033333333333,0.315783333333333,0.311583333333333,0.299316666666667,0.2928,0.293883333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-10-03 01:00:00,0.245566666666667,0.248666666666667,0.237516666666667,0.234583333333333,0.225383333333333,0.2198,0.220266666666667,"1b","1b","1b","1b","1b","1b","1b"
2023-10-03 02:00:00,0.27735,0.279466666666667,0.266533333333333,0.2628,0.251833333333333,0.248116666666667,0.248583333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-10-03 03:00:00,0.441333333333333,0.459516666666667,0.44575,0.44705,0.4338,0.4332,0.4352,"1b","1b","1b","1b","1b","1b","1b"
2023-10-03 04:00:00,0.284216666666667,0.286416666666667,0.2741,0.272233333333333,0.262483333333333,0.259666666666667,0.2608,"1b","1b","1b","1b","1b","1b","1b"
2023-10-03 05:00:00,0.328916666666667,0.326066666666667,0.308466666666667,0.304466666666667,0.291616666666667,0.291633333333333,0.2939,"1b","1b","1b","1b","1b","1b","1b"
2023-10-03 06:00:00,0.578416666666667,0.5866,0.556666666666667,0.549683333333333,0.527016666666667,0.53355,0.538483333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-10-03 07:00:00,0.51685,0.525383333333333,0.500783333333333,0.495483333333333,0.475266666666667,0.483716666666667,0.488233333333333,"1b","1b","1b","1b","1b","1b","1b"
2023-10-03 08:00:00,0.450283333333333,0.459266666666667,0.43875,0.435083333333333,0.417383333333333,0.42625,0.4301,"1b","1b","1b","1b","1b","1b","1b"
2023-10-03 09:00:00,0.330733333333333,0.33325,0.3169,0.313816666666667,0.300433333333333,0.3024,0.311779661016949,"1b","1b","1b","1b","1b","1b","1b"
2023-10-03 10:00:00,0.243833333333333,0.230466666666667,0.211866666666667,0.202433333333333,0.18775,0.184559322033898,0.182745762711864,"1b","1b","1b","1b","1b","1b","1b"
2023-10-03 11:00:00,0.319705882352941,0.272092592592593,0.241,0.254549019607843,0.246313725490196,0.257612244897959,0.267145833333333,"1b","1b","1b","1b","1b","1b","1b"
2023-10-03 12:00:00,0.220178571428571,0.181827586206897,0.169741379310345,0.168087719298246,0.165053571428571,0.18494,0.183923076923077,"1b","1b","1b","1b","1b","1b","1b"
2023-10-03 13:00:00,0.238614035087719,0.21601724137931,0.204034482758621,0.200586206896552,0.2025,0.204185185185185,0.217924528301887,"1b","1b","1b","1b","1b","1b","1b"
2023-10-03 14:00:00,0.238379310344828,0.222189655172414,0.209379310344828,0.207568965517241,0.202793103448276,0.192224137931034,0.210357142857143,"1b","1b","1b","1b","1b","1b","1b"
2023-10-03 15:00:00,0.202431034482759,0.18585,0.179593220338983,0.179879310344828,0.180140350877193,0.174666666666667,0.182964912280702,"1b","1b","1b","1b","1b","1b","1b"
