"datetime","BC_370_nm","BC_470_nm","BC_520_nm","BC_590_nm","BC_660_nm","BC_880_nm","BC_950_nm","qc_flag_BC_370_nm","qc_flag_BC_470_nm","qc_flag_BC_520_nm","qc_flag_BC_590_nm","qc_flag_BC_660_nm","qc_flag_BC_880_nm","qc_flag_BC_950_nm"
2024-07-01,0.256816666666667,0.2437,0.23055,0.227016666666667,0.246766666666667,0.232866666666667,0.231433333333333,"1b","1b","1b","1b","1b","1b","1b"
2024-07-01 01:00:00,0.224133333333333,0.207716666666667,0.195566666666667,0.192633333333333,0.20865,0.1971,0.19605,"1b","1b","1b","1b","1b","1b","1b"
2024-07-01 02:00:00,0.173766666666667,0.161716666666667,0.1515,0.148883333333333,0.160433333333333,0.152766666666667,0.15125,"1b","1b","1b","1b","1b","1b","1b"
2024-07-01 03:00:00,0.119333333333333,0.1129,0.105916666666667,0.103733333333333,0.113833333333333,0.105316666666667,0.102983333333333,"1b","1b","1b","1b","1b","1b","1b"
2024-07-01 04:00:00,0.162283333333333,0.1533,0.145683333333333,0.143366666666667,0.1559,0.152783333333333,0.1524,"1b","1b","1b","1b","1b","1b","1b"
2024-07-01 05:00:00,0.345683333333333,0.340133333333333,0.3226,0.31955,0.349383333333333,0.328183333333333,0.33055,"1b","1b","1b","1b","1b","1b","1b"
2024-07-01 06:00:00,0.242733333333333,0.235983333333333,0.224883333333333,0.222416666666667,0.245216666666667,0.229016666666667,0.231066666666667,"1b","1b","1b","1b","1b","1b","1b"
2024-07-01 07:00:00,0.244,0.229083333333333,0.218466666666667,0.224689655172414,0.244542372881356,0.230526315789474,0.236122807017544,"1b","1b","1b","1b","1b","1b","1b"
2024-07-01 08:00:00,0.367733333333333,0.34905,0.33135,0.327133333333333,0.364416666666667,0.324083333333333,0.333266666666667,"1b","1b","1b","1b","1b","1b","1b"
2024-07-01 09:00:00,0.315416666666667,0.295633333333333,0.2797,0.276166666666667,0.30855,0.27285,0.2813,"1b","1b","1b","1b","1b","1b","1b"
2024-07-01 10:00:00,0.32655,0.310916666666667,0.2967,0.2939,0.330016666666667,0.29695,0.30515,"1b","1b","1b","1b","1b","1b","1b"
2024-07-01 11:00:00,0.465833333333333,0.452016666666667,0.431733333333333,0.427366666666667,0.4776,0.4348,0.4433,"1b","1b","1b","1b","1b","1b","1b"
2024-07-01 12:00:00,0.257166666666667,0.24815,0.235416666666667,0.2329,0.259116666666667,0.233766666666667,0.244152542372881,"1b","1b","1b","1b","1b","1b","1b"
2024-07-01 13:00:00,0.192271186440678,0.183423728813559,0.174067796610169,0.170186440677966,0.189949152542373,0.170372881355932,0.174237288135593,"1b","1b","1b","1b","1b","1b","1b"
2024-07-01 14:00:00,0.237847457627119,0.21425,0.20175,0.1983,0.2209,0.207758620689655,0.209203389830508,"1b","1b","1b","1b","1b","1b","1b"
2024-07-01 15:00:00,0.298183333333333,0.281716666666667,0.2681,0.264283333333333,0.29425,0.26695,0.2731,"1b","1b","1b","1b","1b","1b","1b"
2024-07-01 16:00:00,0.305483333333333,0.291583333333333,0.278183333333333,0.27595,0.308583333333333,0.280383333333333,0.28715,"1b","1b","1b","1b","1b","1b","1b"
2024-07-01 17:00:00,0.20155,0.191983333333333,0.184316666666667,0.182816666666667,0.2049,0.185183333333333,0.189866666666667,"1b","1b","1b","1b","1b","1b","1b"
2024-07-01 18:00:00,0.31685,0.301466666666667,0.288316666666667,0.285166666666667,0.316583333333333,0.289366666666667,0.294916666666667,"1b","1b","1b","1b","1b","1b","1b"
2024-07-01 19:00:00,0.256133333333333,0.24165,0.23095,0.227883333333333,0.2534,0.234216666666667,0.2394,"1b","1b","1b","1b","1b","1b","1b"
2024-07-01 20:00:00,0.28535,0.2666,0.25325,0.250166666666667,0.275383333333333,0.254916666666667,0.257983333333333,"1b","1b","1b","1b","1b","1b","1b"
2024-07-01 21:00:00,0.181566666666667,0.17765,0.170183333333333,0.167583333333333,0.184516666666667,0.171133333333333,0.171666666666667,"1b","1b","1b","1b","1b","1b","1b"
2024-07-01 22:00:00,0.139166666666667,0.1386,0.1334,0.133716666666667,0.143033333333333,0.1393,0.13785,"1b","1b","1b","1b","1b","1b","1b"
2024-07-01 23:00:00,0.101316666666667,0.0920166666666667,0.0852166666666667,0.0817,0.08705,0.08745,0.08565,"1b","1b","1b","1b","1b","1b","1b"
2024-07-02,0.0705,0.0680666666666667,0.0639166666666667,0.0634,0.0665833333333333,0.07135,0.06815,"1b","1b","1b","1b","1b","1b","1b"
2024-07-02 01:00:00,0.0869333333333333,0.0861833333333333,0.0849333333333333,0.0861833333333333,0.09435,0.100766666666667,0.0994333333333333,"1b","1b","1b","1b","1b","1b","1b"
2024-07-02 02:00:00,0.0878833333333333,0.0795833333333333,0.0773666666666667,0.0784833333333333,0.0834333333333333,0.0884833333333333,0.0858166666666667,"1b","1b","1b","1b","1b","1b","1b"
2024-07-02 03:00:00,0.111816666666667,0.0976666666666667,0.0943333333333333,0.09395,0.1018,0.104866666666667,0.104433333333333,"1b","1b","1b","1b","1b","1b","1b"
2024-07-02 04:00:00,0.122133333333333,0.111616666666667,0.1088,0.1101,0.1203,0.123383333333333,0.123883333333333,"1b","1b","1b","1b","1b","1b","1b"
2024-07-02 05:00:00,0.16785,0.157866666666667,0.153616666666667,0.155483333333333,0.168316666666667,0.1687,0.16985,"1b","1b","1b","1b","1b","1b","1b"
2024-07-02 06:00:00,0.277883333333333,0.264266666666667,0.255416666666667,0.25455,0.2755,0.271,0.275066666666667,"1b","1b","1b","1b","1b","1b","1b"
2024-07-02 07:00:00,0.278474576271186,0.258216666666667,0.25235593220339,0.251389830508475,0.26971186440678,0.261949152542373,0.266474576271186,"1b","1b","1b","1b","1b","1b","1b"
2024-07-02 08:00:00,0.305966101694915,0.287762711864407,0.275898305084746,0.272813559322034,0.294610169491525,0.288379310344828,0.29248275862069,"1b","1b","1b","1b","1b","1b","1b"
2024-07-02 09:00:00,0.925283333333333,0.727266666666667,0.6489,0.609483333333333,0.624457627118644,0.565603448275862,0.565465517241379,"1b","1b","1b","1b","1b","1b","1b"
2024-07-02 10:00:00,0.638233333333333,0.583583333333333,0.547116666666667,0.529066666666667,0.541383333333333,0.513283333333333,0.518833333333333,"1b","1b","1b","1b","1b","1b","1b"
2024-07-02 11:00:00,0.366796610169492,0.350533333333333,0.335333333333333,0.337169491525424,0.350067796610169,0.339067796610169,0.346762711864407,"1b","1b","1b","1b","1b","1b","1b"
2024-07-02 12:00:00,0.453779661016949,0.429694915254237,0.407237288135593,0.398661016949153,0.403474576271186,0.405526315789474,0.415421052631579,"1b","1b","1b","1b","1b","1b","1b"
2024-07-02 13:00:00,0.369132075471698,0.327181818181818,0.322740740740741,0.326132075471698,0.341056603773585,0.34962,0.36714,"1b","1b","1b","1b","1b","1b","1b"
